Workload_smpnum,Workload_reqnum,AI_model,Workload_num_users,Workload_requests,Target_latency_ms,records,NonAI_n_gpus,NonAI_gpu_type,Target_experiment_duration_s,Workload_n_input_tokens,Workload_n_output_tokens,Target_latency_ms_per_token,Target_timestamps_per_token,NonAI_gpu,AI_model_is_flash_attention,AI_model_n_parameters,AI_model_is_encoder_decoder,AI_model_type,AI_model_n_positions,AI_model_n_heads,AI_model_n_layers,AI_model_relative_attention_max_distance,AI_model_relative_attention_n_buckets,AI_model_torch_dtype,AI_model_vocabulary_size,NonAI_gpu_architecture,NonAI_gpu_n_tensor_cores,NonAI_gpu_n_rt_cores,NonAI_gpu_n_cuda_cores,NonAI_gpu_n_sms,NonAI_gpu_n_rops,NonAI_gpu_n_tmus,NonAI_gpu_tflops_cuda_mixed,NonAI_gpu_tflops_cuda_fp32,NonAI_gpu_tflops_cuda_fp64,NonAI_gpu_tflops_tc_bf16,NonAI_gpu_tflops_tc_fp16,NonAI_gpu_tflops_tc_fp32,NonAI_gpu_tflops_tc_tf32,NonAI_gpu_tflops_tc_fp64,NonAI_gpu_memory_capacity_gb,NonAI_gpu_memory_bandwidth,NonAI_gpu_system_interface_gen,NonAI_gpu_compute_capability,NonAI_gpu_is_sxm,NonAI_gpu_is_nvlink,NonAI_gpu_n_gpus,NonAI_gpu_memory_capacity_gb_total,Workload_sequence_length,Target_throughput_tokens_per_sec,Target_ITL,Target_TTFL
589,53,bigcode/starcoder,8,1,1351.0,1.0,2,A10,120,92.0,20.0,12.062499892299108,"[1697030508907, 1697030509091, 1697030509140, 1697030509189, 1697030509237, 1697030509286, 1697030509335, 1697030509513, 1697030509563, 1697030509612, 1697030509661, 1697030509710, 1697030509759, 1697030509808, 1697030509862, 1697030510047, 1697030510097, 1697030510146, 1697030510196, 1697030510245]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,112.0,82.90149304108584,0.1455040108966064,67.54999662250016
368,19,bigcode/starcoder,128,1,6289.0,1.0,2,A10,120,88.0,20.0,58.231480942301104,"[1697031102709, 1697031104646, 1697031104769, 1697031104895, 1697031105020, 1697031105143, 1697031105262, 1697031107243, 1697031107370, 1697031107496, 1697031107620, 1697031107741, 1697031107861, 1697031107977, 1697031108087, 1697031108192, 1697031108302, 1697031108769, 1697031108879, 1697031108993]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,108.0,17.172838738616832,3.390905745853731,314.4499842775008
52,58,bigcode/starcoder,8,1,464.0,1.0,2,A10,120,58.0,6.0,7.249999886718752,"[1697030495601, 1697030495853, 1697030495903, 1697030495952, 1697030496001, 1697030496050]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,64.0,137.93073721823876,0.0525626120788794,77.33332044444658
460,42,bigcode/starcoder,16,1,1760.0,1.0,2,A10,120,87.0,20.0,16.448597977115906,"[1697030677011, 1697030677478, 1697030677533, 1697030677587, 1697030677641, 1697030677696, 1697030677749, 1697030677803, 1697030677857, 1697030678047, 1697030678101, 1697030678156, 1697030678211, 1697030678265, 1697030678319, 1697030678373, 1697030678428, 1697030678655, 1697030678710, 1697030678765]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,107.0,60.79542000260227,0.2705565272162823,87.99999560000022
160,3,bigcode/starcoder,16,1,370.0,1.0,2,A10,120,13.0,1.0,26.42856954081646,"[1697030568294, 1697030568649]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,14.0,37.837735573687645,0.6984712071597561,369.99963000037
630,2,bigcode/starcoder,32,1,718.0,1.0,2,A10,120,6.0,1.0,102.57141391836944,"[1697030713712, 1697030714423]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,7.0,9.749290042771529,10.520910030111322,717.999282000718
28,19,bigcode/starcoder,32,1,3007.0,1.0,2,A10,120,86.0,20.0,28.36792426067996,"[1697030744298, 1697030745010, 1697030745079, 1697030745143, 1697030745207, 1697030745273, 1697030745333, 1697030745653, 1697030745715, 1697030745776, 1697030745837, 1697030745898, 1697030746426, 1697030746487, 1697030746548, 1697030746609, 1697030746668, 1697030747163, 1697030747228, 1697030747293]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,106.0,35.25106908843728,0.8047393792446866,150.34999248250037
134,8,bigcode/starcoder,64,1,4077.0,1.0,2,A10,120,86.0,20.0,38.46226378809185,"[1697030877863, 1697030878924, 1697030879009, 1697030879093, 1697030879174, 1697030879253, 1697030879331, 1697030879407, 1697030880459, 1697030880541, 1697030880621, 1697030880701, 1697030880781, 1697030880860, 1697030881526, 1697030881613, 1697030881694, 1697030881773, 1697030881851, 1697030881931]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,106.0,25.999503066101777,1.4793460556133862,203.8499898075005
422,26,bigcode/starcoder,1,1,72.0,1.0,2,A10,120,26.0,1.0,2.6666665679012382,"[1697030030771, 1697030030828]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,27.0,374.9947917390036,0.0071112095942015,71.999928000072
613,0,bigcode/starcoder,128,1,12544.0,1.0,2,A10,120,90.0,20.0,114.03636259966945,"[1697030985343, 1697030991485, 1697030991588, 1697030991689, 1697030993159, 1697030993280, 1697030993394, 1697030993508, 1697030993619, 1697030993729, 1697030995820, 1697030995953, 1697030996085, 1697030996213, 1697030996340, 1697030996463, 1697030996589, 1697030996711, 1697030996832, 1697030997817]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,110.0,8.769131953991394,13.004291666916076,627.1999686400015
695,25,bigcode/starcoder,64,1,6267.0,1.0,2,A10,120,92.0,20.0,55.95535664325575,"[1697030943100, 1697030945634, 1697030945720, 1697030945804, 1697030945886, 1697030945969, 1697030946051, 1697030946132, 1697030946903, 1697030946980, 1697030947056, 1697030947133, 1697030948125, 1697030948212, 1697030948296, 1697030948379, 1697030948462, 1697030948542, 1697030949270, 1697030949357]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,112.0,17.871386968025057,3.1310022894343383,313.34998433250075
52,34,bigcode/starcoder,32,1,575.0,1.0,2,A10,120,58.0,6.0,8.984374859619143,"[1697030795406, 1697030795723, 1697030795789, 1697030795852, 1697030795915, 1697030795976]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,64.0,111.30415425364478,0.0807191325350357,95.83331736111376
345,4,bigcode/starcoder,128,1,9547.0,1.0,2,A10,120,39.0,20.0,161.81355657943126,"[1697031013757, 1697031016137, 1697031016264, 1697031016391, 1697031016514, 1697031016637, 1697031016753, 1697031018445, 1697031018579, 1697031018708, 1697031018837, 1697031018959, 1697031019075, 1697031021392, 1697031021520, 1697031021641, 1697031021759, 1697031021876, 1697031021991, 1697031023279]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,59.0,6.179951170006162,26.183626042411575,477.3499761325012
234,6,bigcode/starcoder,64,1,6653.0,1.0,2,A10,120,457.0,25.0,13.80290453567862,"[1697030874975, 1697030876382, 1697030876464, 1697030876540, 1697030876616, 1697030876689, 1697030876764, 1697030877768, 1697030877851, 1697030877927, 1697030878003, 1697030878923, 1697030879009, 1697030879093, 1697030879174, 1697030879253, 1697030879331, 1697030879407, 1697030880458, 1697030880540, 1697030880621, 1697030880701, 1697030880781, 1697030880860, 1697030881526, 1697030881614]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,482.0,72.4485085753031,0.1905202000233263,266.1199893552004
173,32,bigcode/starcoder,64,1,2383.0,1.0,2,A10,120,96.0,20.0,20.543103271180144,"[1697030963937, 1697030964986, 1697030965071, 1697030965155, 1697030965237, 1697030965316, 1697030965397, 1697030965470, 1697030965541, 1697030965613, 1697030965684, 1697030965756, 1697030965826, 1697030965900, 1697030965972, 1697030966037, 1697030966103, 1697030966167, 1697030966230, 1697030966296]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,116.0,48.67811637510852,0.4220192640745968,119.1499940425003
255,12,bigcode/starcoder,64,1,24381.0,1.0,2,A10,120,216.0,119.0,72.77910426036088,"[1697030894796, 1697030897255, 1697030897338, 1697030897420, 1697030897501, 1697030897582, 1697030897662, 1697030897740, 1697030898487, 1697030898569, 1697030898647, 1697030898728, 1697030898809, 1697030898887, 1697030898963, 1697030899899, 1697030899982, 1697030900064, 1697030900145, 1697030900224, 1697030900301, 1697030900378, 1697030901440, 1697030901523, 1697030901608, 1697030901692, 1697030901774, 1697030901851, 1697030902915, 1697030903001, 1697030903085, 1697030903170, 1697030903252, 1697030903336, 1697030903417, 1697030903500, 1697030904152, 1697030904234, 1697030904315, 1697030904398, 1697030904479, 1697030904560, 1697030904639, 1697030904720, 1697030905301, 1697030905386, 1697030905469, 1697030905548, 1697030905624, 1697030905701, 1697030905778, 1697030906376, 1697030906459, 1697030906542, 1697030906624, 1697030906703, 1697030906781, 1697030907945, 1697030908032, 1697030908116, 1697030908204, 1697030908288, 1697030908374, 1697030908456, 1697030909364, 1697030909449, 1697030909530, 1697030909613, 1697030909695, 1697030909773, 1697030910607, 1697030910688, 1697030910769, 1697030910851, 1697030910931, 1697030911013, 1697030911090, 1697030911880, 1697030911965, 1697030912048, 1697030912130, 1697030912213, 1697030912293, 1697030912372, 1697030913079, 1697030913162, 1697030913242, 1697030913324, 1697030913404, 1697030913480, 1697030914324, 1697030914410, 1697030914496, 1697030914581, 1697030914662, 1697030914745, 1697030914824, 1697030915665, 1697030915754, 1697030915845, 1697030915931, 1697030916021, 1697030916108, 1697030916195, 1697030916279, 1697030916365, 1697030916896, 1697030916987, 1697030917078, 1697030917163, 1697030917245, 1697030917327, 1697030917409, 1697030918649, 1697030918737, 1697030918828, 1697030918911, 1697030918995, 1697030919077, 1697030919158]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,335.0,13.740206975095074,5.2967978645066545,204.88235121947605
177,11,bigcode/starcoder,64,1,979.0,1.0,2,A10,120,14.0,1.0,65.26666231555585,"[1697030882948, 1697030883900]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,15.0,15.321741244390966,4.2597415668866825,978.999021000979
312,5,bigcode/starcoder,64,1,1337.0,1.0,2,A10,120,23.0,1.0,55.708331012152875,"[1697030875050, 1697030876382]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,24.0,17.950622325637752,3.103420421762633,1336.998663001337
301,29,bigcode/starcoder,32,1,4791.0,1.0,2,A10,120,109.0,31.0,34.221428326989795,"[1697030759241, 1697030760202, 1697030760271, 1697030760337, 1697030760403, 1697030760469, 1697030760531, 1697030760592, 1697030761137, 1697030761203, 1697030761270, 1697030761338, 1697030761402, 1697030761468, 1697030761533, 1697030761600, 1697030761664, 1697030761841, 1697030761907, 1697030761972, 1697030762037, 1697030762099, 1697030762160, 1697030762669, 1697030762733, 1697030762800, 1697030762863, 1697030762925, 1697030762986, 1697030763883, 1697030763948, 1697030764014]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,140.0,29.221450799112752,1.171106369466176,154.5483821113425
797,71,bigcode/starcoder,16,1,448.0,1.0,2,A10,120,26.0,1.0,16.59259197805215,"[1697030674687, 1697030675123]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,27.0,60.26772261669059,0.2753147287191876,447.999552000448
200,8,bigcode/starcoder,128,1,6762.0,1.0,2,A10,120,6.0,9.0,450.7999699466687,"[1697031040859, 1697031045199, 1697031045321, 1697031045450, 1697031045569, 1697031045687, 1697031045807, 1697031047480, 1697031047599]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,15.0,2.2182782877435248,203.22056489344533,751.3332498518612
323,81,bigcode/starcoder,8,1,1436.0,1.0,2,A10,120,84.0,20.0,13.807692174926038,"[1697030535510, 1697030535700, 1697030535749, 1697030535797, 1697030535845, 1697030535894, 1697030535942, 1697030535991, 1697030536039, 1697030536137, 1697030536184, 1697030536232, 1697030536469, 1697030536517, 1697030536564, 1697030536611, 1697030536795, 1697030536844, 1697030536892, 1697030536941]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,104.0,72.42334789460453,0.1906524951645076,71.79999641000018
404,71,bigcode/starcoder,4,1,1000.0,1.0,2,A10,120,87.0,20.0,9.345794305179492,"[1697030352986, 1697030353124, 1697030353171, 1697030353218, 1697030353264, 1697030353311, 1697030353358, 1697030353404, 1697030353457, 1697030353504, 1697030353551, 1697030353598, 1697030353645, 1697030353691, 1697030353738, 1697030353792, 1697030353839, 1697030353886, 1697030353933, 1697030353977]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,107.0,106.999893000107,0.0873439585385958,49.99999750000012
783,18,bigcode/starcoder,4,1,197.0,1.0,2,A10,120,286.0,1.0,0.6864111474341075,"[1697030301295, 1697030301486]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,287.0,1456.8453967238745,0.0004711626563165,196.999803000197
22,47,bigcode/starcoder,32,1,1070.0,1.0,2,A10,120,16.0,1.0,62.941172768166304,"[1697030820193, 1697030821252]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,17.0,15.887835618845216,3.961594915541188,1069.99893000107
731,21,bigcode/starcoder,32,1,2769.0,1.0,2,A10,120,89.0,20.0,25.403669491709454,"[1697030753319, 1697030754587, 1697030754653, 1697030754717, 1697030754781, 1697030754846, 1697030754910, 1697030754973, 1697030755036, 1697030755240, 1697030755304, 1697030755369, 1697030755434, 1697030755496, 1697030755562, 1697030755627, 1697030755889, 1697030755953, 1697030756018, 1697030756083]",2 x A10,True,15.5,False,gpt_bigcode,8192.0,48,40,,,float32,49152,Ampere,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,False,False,2,48,109.0,39.36437726096885,0.6453466462316282,138.44999307750035
